355	300	MB	300MB/Day	R149,00	2019-05-12	51	1
356	500	MB	500MB/Day	R199,00	2019-05-12	51	1
357	1	GB	1GB/Day	R299,00	2019-05-12	51	1
358	300	MB	300MB/Day	R209,00	2019-05-12	51	2
359	500	MB	500MB/Day	R289,00	2019-05-12	51	2
360	1	GB	1GB/Day	R399,00	2019-05-12	51	2
361	300	MB	300MB/Day	R329,00	2019-05-12	51	3
362	500	MB	500MB/Day	R599,00	2019-05-12	51	3
363	1	GB	1GB/Day	R749,00	2019-05-12	51	3
